,Pokemon,Ball,Level,Hp,Status,Prob
95,jolteon,pokeball,5,0.6997,NONE,0.09903586114645162
96,jolteon,pokeball,5,0.8,NONE,0.08723735925226757
97,jolteon,pokeball,5,0.9,NONE,0.07359730796228707
98,jolteon,pokeball,5,1.0,NONE,0.05809575493268043
99,jolteon,pokeball,5,0.0,PARALYSIS,0.2525103622807894
100,jolteon,pokeball,5,0.1,PARALYSIS,0.25510633438827934
101,jolteon,pokeball,5,0.2,PARALYSIS,0.23133949883453106
102,jolteon,pokeball,5,0.2998,PARALYSIS,0.21325227698026028
103,jolteon,pokeball,5,0.4,PARALYSIS,0.1951479421685506
104,jolteon,pokeball,5,0.5,PARALYSIS,0.17482122322923185
105,jolteon,pokeball,5,0.5996,PARALYSIS,0.16180506121474175
106,jolteon,pokeball,5,0.6997,PARALYSIS,0.14300711586490877
107,jolteon,pokeball,5,0.8,PARALYSIS,0.1320536864562233
108,jolteon,pokeball,5,0.9,PARALYSIS,0.11249474196231345
109,jolteon,pokeball,5,1.0,PARALYSIS,0.08816096829370246
110,jolteon,pokeball,5,0.0,POISON,0.25078319710018376
111,jolteon,pokeball,5,0.1,POISON,0.25652289020287344
112,jolteon,pokeball,5,0.2,POISON,0.21942004207664637
113,jolteon,pokeball,5,0.2998,POISON,0.21579294438622873
114,jolteon,pokeball,5,0.4,POISON,0.2002872945427031
115,jolteon,pokeball,5,0.5,POISON,0.1757090092395818
116,jolteon,pokeball,5,0.5996,POISON,0.1711557734211437
117,jolteon,pokeball,5,0.6997,POISON,0.1435555348725372
118,jolteon,pokeball,5,0.8,POISON,0.12828145108366193
119,jolteon,pokeball,5,0.9,POISON,0.11193077588934204
120,jolteon,pokeball,5,1.0,POISON,0.08854999837254374
121,jolteon,pokeball,5,0.0,SLEEP,0.33671598945648756
122,jolteon,pokeball,5,0.1,SLEEP,0.34173582830260585
123,jolteon,pokeball,5,0.2,SLEEP,0.3084823593950659
124,jolteon,pokeball,5,0.2998,SLEEP,0.2930990329633213
125,jolteon,pokeball,5,0.4,SLEEP,0.2674583126501056
126,jolteon,pokeball,5,0.5,SLEEP,0.23194770375801127
127,jolteon,pokeball,5,0.5996,SLEEP,0.21691322589648662
128,jolteon,pokeball,5,0.6997,SLEEP,0.18686121834386551
129,jolteon,pokeball,5,0.8,SLEEP,0.16833727450644903
130,jolteon,pokeball,5,0.9,SLEEP,0.15141877748969734
131,jolteon,pokeball,5,1.0,SLEEP,0.11983890440268805
132,jolteon,pokeball,10,0.0,BURN,0.25274252183652074
133,jolteon,pokeball,10,0.1,BURN,0.23664628366845836
134,jolteon,pokeball,10,0.2,BURN,0.23131570693535078
135,jolteon,pokeball,10,0.2998,BURN,0.2156288359174116
136,jolteon,pokeball,10,0.4,BURN,0.19266803274102962
137,jolteon,pokeball,10,0.5,BURN,0.17439750147271169
138,jolteon,pokeball,10,0.5996,BURN,0.16056603624746016
139,jolteon,pokeball,10,0.6997,BURN,0.14534588725663278
140,jolteon,pokeball,10,0.8,BURN,0.12783327629496233
141,jolteon,pokeball,10,0.9,BURN,0.11337658259577928
142,jolteon,pokeball,10,1.0,BURN,0.0903387296775392
143,jolteon,pokeball,10,0.0,FREEZE,0.34209321964540523
144,jolteon,pokeball,10,0.1,FREEZE,0.3368132521410894
145,jolteon,pokeball,10,0.2,FREEZE,0.310263196982459
146,jolteon,pokeball,10,0.2998,FREEZE,0.2848343804639243
147,jolteon,pokeball,10,0.4,FREEZE,0.2616196681115877
148,jolteon,pokeball,10,0.5,FREEZE,0.23849627197529813
149,jolteon,pokeball,10,0.5996,FREEZE,0.22184309280297423
150,jolteon,pokeball,10,0.6997,FREEZE,0.19436320353627315
151,jolteon,pokeball,10,0.8,FREEZE,0.16751218485092312
152,jolteon,pokeball,10,0.9,FREEZE,0.15526897603845194
153,jolteon,pokeball,10,1.0,FREEZE,0.11425567825218719
154,jolteon,pokeball,10,0.0,NONE,0.17428411900783797
155,jolteon,pokeball,10,0.1,NONE,0.16239136765676926
156,jolteon,pokeball,10,0.2,NONE,0.14932563379747496
157,jolteon,pokeball,10,0.2998,NONE,0.1404067622536372
158,jolteon,pokeball,10,0.4,NONE,0.1288510940513201
159,jolteon,pokeball,10,0.5,NONE,0.11653065047086078
160,jolteon,pokeball,10,0.5996,NONE,0.10722704219524563
161,jolteon,pokeball,10,0.6997,NONE,0.0999346404226372
162,jolteon,pokeball,10,0.8,NONE,0.08445091633871088
163,jolteon,pokeball,10,0.9,NONE,0.0760352867760603
164,jolteon,pokeball,10,1.0,NONE,0.05781552734015717
165,jolteon,pokeball,10,0.0,PARALYSIS,0.2520986201857154
166,jolteon,pokeball,10,0.1,PARALYSIS,0.2457783993410172
167,jolteon,pokeball,10,0.2,PARALYSIS,0.23668679055156094
168,jolteon,pokeball,10,0.2998,PARALYSIS,0.21676104750117722
169,jolteon,pokeball,10,0.4,PARALYSIS,0.1984742420843995
170,jolteon,pokeball,10,0.5,PARALYSIS,0.18087347518631097
171,jolteon,pokeball,10,0.5996,PARALYSIS,0.16146707839203395
172,jolteon,pokeball,10,0.6997,PARALYSIS,0.14159284944452966
173,jolteon,pokeball,10,0.8,PARALYSIS,0.13504647083741844
174,jolteon,pokeball,10,0.9,PARALYSIS,0.11030079055128819
175,jolteon,pokeball,10,1.0,PARALYSIS,0.09079641878304154
176,jolteon,pokeball,10,0.0,POISON,0.2490348455833179
177,jolteon,pokeball,10,0.1,POISON,0.24772687988690492
178,jolteon,pokeball,10,0.2,POISON,0.23272939344665922
179,jolteon,pokeball,10,0.2998,POISON,0.20916368900798732
180,jolteon,pokeball,10,0.4,POISON,0.19763710436836707
181,jolteon,pokeball,10,0.5,POISON,0.17692863389572963
182,jolteon,pokeball,10,0.5996,POISON,0.164403060879564
183,jolteon,pokeball,10,0.6997,POISON,0.14331771526925233
184,jolteon,pokeball,10,0.8,POISON,0.13182567159570974
185,jolteon,pokeball,10,0.9,POISON,0.11304089980250272
186,jolteon,pokeball,10,1.0,POISON,0.08638533809012269
187,jolteon,pokeball,10,0.0,SLEEP,0.34595465556750526
188,jolteon,pokeball,10,0.1,SLEEP,0.3363566367637676
189,jolteon,pokeball,10,0.2,SLEEP,0.3025419588233591
190,jolteon,pokeball,10,0.2998,SLEEP,0.28337099748165917
191,jolteon,pokeball,10,0.4,SLEEP,0.25658283748977795
192,jolteon,pokeball,10,0.5,SLEEP,0.24204428641319556
193,jolteon,pokeball,10,0.5996,SLEEP,0.23038344413829154
194,jolteon,pokeball,10,0.6997,SLEEP,0.1887528981216709
195,jolteon,pokeball,10,0.8,SLEEP,0.17793830518237896
196,jolteon,pokeball,10,0.9,SLEEP,0.15247983492861578
197,jolteon,pokeball,10,1.0,SLEEP,0.11688074581976222
198,jolteon,pokeball,15,0.0,BURN,0.2614956402512695
199,jolteon,pokeball,15,0.1,BURN,0.24749558909587877
200,jolteon,pokeball,15,0.2,BURN,0.2337075507567735
201,jolteon,pokeball,15,0.2998,BURN,0.2166380684177374
202,jolteon,pokeball,15,0.4,BURN,0.19613512578263226
203,jolteon,pokeball,15,0.5,BURN,0.17479535343322775
204,jolteon,pokeball,15,0.5996,BURN,0.16089875315797206
205,jolteon,pokeball,15,0.6997,BURN,0.14659717129157102
206,jolteon,pokeball,15,0.8,BURN,0.12415926304310047
207,jolteon,pokeball,15,0.9,BURN,0.109818653848504
208,jolteon,pokeball,15,1.0,BURN,0.08731750554355648
209,jolteon,pokeball,15,0.0,FREEZE,0.34682558705019856
210,jolteon,pokeball,15,0.1,FREEZE,0.33179738227029953
211,jolteon,pokeball,15,0.2,FREEZE,0.3023831759130999
212,jolteon,pokeball,15,0.2998,FREEZE,0.2961468771639086
213,jolteon,pokeball,15,0.4,FREEZE,0.25647157107985546
214,jolteon,pokeball,15,0.5,FREEZE,0.2375319518305234
215,jolteon,pokeball,15,0.5996,FREEZE,0.21745513531279806
216,jolteon,pokeball,15,0.6997,FREEZE,0.1854568381496922
217,jolteon,pokeball,15,0.8,FREEZE,0.16250323561332003
218,jolteon,pokeball,15,0.9,FREEZE,0.14660453588420774
219,jolteon,pokeball,15,1.0,FREEZE,0.1180104459468241
220,jolteon,pokeball,15,0.0,NONE,0.17013410108194987
221,jolteon,pokeball,15,0.1,NONE,0.16760867348197406
222,jolteon,pokeball,15,0.2,NONE,0.15336770996263546
223,jolteon,pokeball,15,0.2998,NONE,0.13838057881777993
224,jolteon,pokeball,15,0.4,NONE,0.1327094494320687
225,jolteon,pokeball,15,0.5,NONE,0.11656759577322338
226,jolteon,pokeball,15,0.5996,NONE,0.10850110032087532
227,jolteon,pokeball,15,0.6997,NONE,0.09307421799184627
228,jolteon,pokeball,15,0.8,NONE,0.08658016351160791
229,jolteon,pokeball,15,0.9,NONE,0.0718313979425593
230,jolteon,pokeball,15,1.0,NONE,0.057166904970954516
231,jolteon,pokeball,15,0.0,PARALYSIS,0.2525097675084732
232,jolteon,pokeball,15,0.1,PARALYSIS,0.24903646436303267
233,jolteon,pokeball,15,0.2,PARALYSIS,0.2368036066991413
234,jolteon,pokeball,15,0.2998,PARALYSIS,0.21376233999337302
235,jolteon,pokeball,15,0.4,PARALYSIS,0.197621951474569
236,jolteon,pokeball,15,0.5,PARALYSIS,0.1767399935508864
237,jolteon,pokeball,15,0.5996,PARALYSIS,0.1611922397972872
238,jolteon,pokeball,15,0.6997,PARALYSIS,0.13998833842922437
239,jolteon,pokeball,15,0.8,PARALYSIS,0.13523533551362302
240,jolteon,pokeball,15,0.9,PARALYSIS,0.10814769319860573
241,jolteon,pokeball,15,1.0,PARALYSIS,0.08679087706647165
242,jolteon,pokeball,15,0.0,POISON,0.25663517307947137
243,jolteon,pokeball,15,0.1,POISON,0.2554342895793292
244,jolteon,pokeball,15,0.2,POISON,0.22655263497484324
245,jolteon,pokeball,15,0.2998,POISON,0.21593672223696062
246,jolteon,pokeball,15,0.4,POISON,0.20711861564900463
247,jolteon,pokeball,15,0.5,POISON,0.17996383434794372
248,jolteon,pokeball,15,0.5996,POISON,0.159378442615585
249,jolteon,pokeball,15,0.6997,POISON,0.1434498560894491
250,jolteon,pokeball,15,0.8,POISON,0.13280230719577005
251,jolteon,pokeball,15,0.9,POISON,0.10926772689988812
252,jolteon,pokeball,15,1.0,POISON,0.08797597015520522
253,jolteon,pokeball,15,0.0,SLEEP,0.3400882182977325
254,jolteon,pokeball,15,0.1,SLEEP,0.3457105738310537
255,jolteon,pokeball,15,0.2,SLEEP,0.29560127718418877
256,jolteon,pokeball,15,0.2998,SLEEP,0.291120730852496
257,jolteon,pokeball,15,0.4,SLEEP,0.26401674464647196
258,jolteon,pokeball,15,0.5,SLEEP,0.22577340264457363
259,jolteon,pokeball,15,0.5996,SLEEP,0.21740751601170943
260,jolteon,pokeball,15,0.6997,SLEEP,0.18529751064945194
261,jolteon,pokeball,15,0.8,SLEEP,0.17190637523542876
262,jolteon,pokeball,15,0.9,SLEEP,0.1406755196896481
263,jolteon,pokeball,15,1.0,SLEEP,0.11729149335720165
264,jolteon,pokeball,20,0.0,BURN,0.2567791344866326
265,jolteon,pokeball,20,0.1,BURN,0.2443005371781767
266,jolteon,pokeball,20,0.2,BURN,0.22807875739603223
267,jolteon,pokeball,20,0.2998,BURN,0.2109675864302624
268,jolteon,pokeball,20,0.4,BURN,0.19248148581711413
269,jolteon,pokeball,20,0.5,BURN,0.1723634464521672
270,jolteon,pokeball,20,0.5996,BURN,0.16436372668556784
271,jolteon,pokeball,20,0.6997,BURN,0.14818641477931807
272,jolteon,pokeball,20,0.8,BURN,0.12793114237461817
273,jolteon,pokeball,20,0.9,BURN,0.11413165992520329
274,jolteon,pokeball,20,1.0,BURN,0.08950824140421924
275,jolteon,pokeball,20,0.0,FREEZE,0.34987716277163644
276,jolteon,pokeball,20,0.1,FREEZE,0.33166408351728777
277,jolteon,pokeball,20,0.2,FREEZE,0.3130520577498611
278,jolteon,pokeball,20,0.2998,FREEZE,0.28472469321343297
279,jolteon,pokeball,20,0.4,FREEZE,0.25774088983051335
280,jolteon,pokeball,20,0.5,FREEZE,0.22879789086227229
281,jolteon,pokeball,20,0.5996,FREEZE,0.22400807624615746
282,jolteon,pokeball,20,0.6997,FREEZE,0.1956473644417432
283,jolteon,pokeball,20,0.8,FREEZE,0.17083250181399168
284,jolteon,pokeball,20,0.9,FREEZE,0.1501406642977533
285,jolteon,pokeball,20,1.0,FREEZE,0.11634119432647765
286,jolteon,pokeball,20,0.0,NONE,0.17503300981881822
287,jolteon,pokeball,20,0.1,NONE,0.16667778113236628
288,jolteon,pokeball,20,0.2,NONE,0.15335251460372762
289,jolteon,pokeball,20,0.2998,NONE,0.14212819299701493
290,jolteon,pokeball,20,0.4,NONE,0.12754366648188106
291,jolteon,pokeball,20,0.5,NONE,0.1193626693251577
292,jolteon,pokeball,20,0.5996,NONE,0.10520282686706844
293,jolteon,pokeball,20,0.6997,NONE,0.09861911432443463
294,jolteon,pokeball,20,0.8,NONE,0.08366292606709004
295,jolteon,pokeball,20,0.9,NONE,0.07396738495662299
296,jolteon,pokeball,20,1.0,NONE,0.058633274626548805
297,jolteon,pokeball,20,0.0,PARALYSIS,0.264170072082748
298,jolteon,pokeball,20,0.1,PARALYSIS,0.24496992070982984
299,jolteon,pokeball,20,0.2,PARALYSIS,0.23461423105936996
300,jolteon,pokeball,20,0.2998,PARALYSIS,0.21024695966379905
301,jolteon,pokeball,20,0.4,PARALYSIS,0.1801496582761404
302,jolteon,pokeball,20,0.5,PARALYSIS,0.17275866886029492
303,jolteon,pokeball,20,0.5996,PARALYSIS,0.1609109364372139
304,jolteon,pokeball,20,0.6997,PARALYSIS,0.14076183349479018
305,jolteon,pokeball,20,0.8,PARALYSIS,0.12440923240977214
306,jolteon,pokeball,20,0.9,PARALYSIS,0.10846679066472995
307,jolteon,pokeball,20,1.0,PARALYSIS,0.08918777367877291
308,jolteon,pokeball,20,0.0,POISON,0.2564979526144666
309,jolteon,pokeball,20,0.1,POISON,0.2502354884946383
310,jolteon,pokeball,20,0.2,POISON,0.23602397900564046
311,jolteon,pokeball,20,0.2998,POISON,0.2084853505284893
312,jolteon,pokeball,20,0.4,POISON,0.19871421790474803
313,jolteon,pokeball,20,0.5,POISON,0.18374752943607758
314,jolteon,pokeball,20,0.5996,POISON,0.16010097682359556
315,jolteon,pokeball,20,0.6997,POISON,0.13797209128941565
316,jolteon,pokeball,20,0.8,POISON,0.1285882681266199
317,jolteon,pokeball,20,0.9,POISON,0.11161475684095352
318,jolteon,pokeball,20,1.0,POISON,0.08550889841942069
319,jolteon,pokeball,20,0.0,SLEEP,0.3370668314948437
320,jolteon,pokeball,20,0.1,SLEEP,0.3287061884018733
321,jolteon,pokeball,20,0.2,SLEEP,0.3065729522058288
322,jolteon,pokeball,20,0.2998,SLEEP,0.2805213362206096
323,jolteon,pokeball,20,0.4,SLEEP,0.25790515870471403
324,jolteon,pokeball,20,0.5,SLEEP,0.23124645529833515
325,jolteon,pokeball,20,0.5996,SLEEP,0.21984589092482026
326,jolteon,pokeball,20,0.6997,SLEEP,0.19817281532502923
327,jolteon,pokeball,20,0.8,SLEEP,0.17445796556787152
328,jolteon,pokeball,20,0.9,SLEEP,0.14728372690139319
329,jolteon,pokeball,20,1.0,SLEEP,0.12016632059375922
330,jolteon,pokeball,25,0.0,BURN,0.2524355776331399
331,jolteon,pokeball,25,0.1,BURN,0.24490786861524141
332,jolteon,pokeball,25,0.2,BURN,0.22739635571011868
333,jolteon,pokeball,25,0.2998,BURN,0.2250671962527913
334,jolteon,pokeball,25,0.4,BURN,0.19338192301924673
335,jolteon,pokeball,25,0.5,BURN,0.17698418068589594
336,jolteon,pokeball,25,0.5996,BURN,0.1647023521034399
337,jolteon,pokeball,25,0.6997,BURN,0.13851294142102863
338,jolteon,pokeball,25,0.8,BURN,0.12811872176021838
339,jolteon,pokeball,25,0.9,BURN,0.10882356801293865
340,jolteon,pokeball,25,1.0,BURN,0.08819877225915249
341,jolteon,pokeball,25,0.0,FREEZE,0.35424934548194853
342,jolteon,pokeball,25,0.1,FREEZE,0.32360712471208847
343,jolteon,pokeball,25,0.2,FREEZE,0.3036086724714241
344,jolteon,pokeball,25,0.2998,FREEZE,0.2898522804444381
345,jolteon,pokeball,25,0.4,FREEZE,0.2580704212584162
346,jolteon,pokeball,25,0.5,FREEZE,0.23189753521292564
347,jolteon,pokeball,25,0.5996,FREEZE,0.21417467151084607
348,jolteon,pokeball,25,0.6997,FREEZE,0.19301472352029375
349,jolteon,pokeball,25,0.8,FREEZE,0.1634774332537904
350,jolteon,pokeball,25,0.9,FREEZE,0.13955549974261103
351,jolteon,pokeball,25,1.0,FREEZE,0.11839225279429713
352,jolteon,pokeball,25,0.0,NONE,0.16579360028760687
353,jolteon,pokeball,25,0.1,NONE,0.16309416435736002
354,jolteon,pokeball,25,0.2,NONE,0.15805638474821315
355,jolteon,pokeball,25,0.2998,NONE,0.14563068623949316
356,jolteon,pokeball,25,0.4,NONE,0.133012892567685
357,jolteon,pokeball,25,0.5,NONE,0.11517096869433298
358,jolteon,pokeball,25,0.5996,NONE,0.10487399739280837
359,jolteon,pokeball,25,0.6997,NONE,0.09439340140832445
360,jolteon,pokeball,25,0.8,NONE,0.08495947608823712
361,jolteon,pokeball,25,0.9,NONE,0.07288695325190658
362,jolteon,pokeball,25,1.0,NONE,0.05869451471572736
363,jolteon,pokeball,25,0.0,PARALYSIS,0.2591550155997592
364,jolteon,pokeball,25,0.1,PARALYSIS,0.24293466490723847
365,jolteon,pokeball,25,0.2,PARALYSIS,0.22633170758298757
366,jolteon,pokeball,25,0.2998,PARALYSIS,0.21633657896898845
367,jolteon,pokeball,25,0.4,PARALYSIS,0.18961672054200146
368,jolteon,pokeball,25,0.5,PARALYSIS,0.17620468849545787
369,jolteon,pokeball,25,0.5996,PARALYSIS,0.16630552756889974
370,jolteon,pokeball,25,0.6997,PARALYSIS,0.14302296381087892
371,jolteon,pokeball,25,0.8,PARALYSIS,0.12510382076736673
372,jolteon,pokeball,25,0.9,PARALYSIS,0.10725815562269268
373,jolteon,pokeball,25,1.0,PARALYSIS,0.08814094701033486
374,jolteon,pokeball,25,0.0,POISON,0.25812344700685447
375,jolteon,pokeball,25,0.1,POISON,0.24887279821205685
376,jolteon,pokeball,25,0.2,POISON,0.22069102042923391
377,jolteon,pokeball,25,0.2998,POISON,0.21645429850905157
378,jolteon,pokeball,25,0.4,POISON,0.19108547584864347
379,jolteon,pokeball,25,0.5,POISON,0.17917495916950854
380,jolteon,pokeball,25,0.5996,POISON,0.16244007728720392
381,jolteon,pokeball,25,0.6997,POISON,0.13827092832176932
382,jolteon,pokeball,25,0.8,POISON,0.1290995641499917
383,jolteon,pokeball,25,0.9,POISON,0.10505899101727233
384,jolteon,pokeball,25,1.0,POISON,0.09031995260540425
385,jolteon,pokeball,25,0.0,SLEEP,0.3456590567161844
386,jolteon,pokeball,25,0.1,SLEEP,0.3264331141779049
387,jolteon,pokeball,25,0.2,SLEEP,0.30394579823489376
388,jolteon,pokeball,25,0.2998,SLEEP,0.2874378477311522
389,jolteon,pokeball,25,0.4,SLEEP,0.25419517823468274
390,jolteon,pokeball,25,0.5,SLEEP,0.23580073366109072
391,jolteon,pokeball,25,0.5996,SLEEP,0.21034033675414424
392,jolteon,pokeball,25,0.6997,SLEEP,0.18470458365560644
393,jolteon,pokeball,25,0.8,SLEEP,0.17278056564326186
394,jolteon,pokeball,25,0.9,SLEEP,0.14555827619937622
395,jolteon,pokeball,25,1.0,SLEEP,0.11717781561709807
396,jolteon,pokeball,30,0.0,BURN,0.26125259695942027
397,jolteon,pokeball,30,0.1,BURN,0.24904931116703208
398,jolteon,pokeball,30,0.2,BURN,0.2285414166938528
399,jolteon,pokeball,30,0.2998,BURN,0.21628706193603603
400,jolteon,pokeball,30,0.4,BURN,0.2045278467592763
401,jolteon,pokeball,30,0.5,BURN,0.18263048844001176
402,jolteon,pokeball,30,0.5996,BURN,0.16448151535307684
403,jolteon,pokeball,30,0.6997,BURN,0.14275773350697307
404,jolteon,pokeball,30,0.8,BURN,0.12464702777261777
405,jolteon,pokeball,30,0.9,BURN,0.10893858421368381
406,jolteon,pokeball,30,1.0,BURN,0.09107752032676628
407,jolteon,pokeball,30,0.0,FREEZE,0.33943272654509443
408,jolteon,pokeball,30,0.1,FREEZE,0.32360699931578774
409,jolteon,pokeball,30,0.2,FREEZE,0.3206606833008939
410,jolteon,pokeball,30,0.2998,FREEZE,0.2842723150213691
411,jolteon,pokeball,30,0.4,FREEZE,0.26723694533025455
412,jolteon,pokeball,30,0.5,FREEZE,0.24419960231744714
413,jolteon,pokeball,30,0.5996,FREEZE,0.2165411829746446
414,jolteon,pokeball,30,0.6997,FREEZE,0.1886371670117939
415,jolteon,pokeball,30,0.8,FREEZE,0.17136248611769433
416,jolteon,pokeball,30,0.9,FREEZE,0.1424117035260839
417,jolteon,pokeball,30,1.0,FREEZE,0.12147635637494862
418,jolteon,pokeball,30,0.0,NONE,0.1701787067654346
419,jolteon,pokeball,30,0.1,NONE,0.1627463969027996
420,jolteon,pokeball,30,0.2,NONE,0.15281937050348057
421,jolteon,pokeball,30,0.2998,NONE,0.1396319355573287
422,jolteon,pokeball,30,0.4,NONE,0.12971879372698555
423,jolteon,pokeball,30,0.5,NONE,0.118879471387403
424,jolteon,pokeball,30,0.5996,NONE,0.1063381614625826
425,jolteon,pokeball,30,0.6997,NONE,0.0957965149366311
426,jolteon,pokeball,30,0.8,NONE,0.08450096524285057
427,jolteon,pokeball,30,0.9,NONE,0.07450150648619423
