,Pokemon,Ball,Level,Hp,Status,Prob,Mean,Std
27,jolteon,pokeball,0,0.5,NONE,0.13984078897410243,0.12291182678739443,0.01207454098176809
28,jolteon,pokeball,0,0.5996,NONE,0.11787193165579003,0.11015664950409293,0.011357999538166933
29,jolteon,pokeball,0,0.6997,NONE,0.11298787856579338,0.1020120236593948,0.008975961159937021
30,jolteon,pokeball,0,0.8,NONE,0.08930661247348151,0.08989362407472427,0.009232703832342247
31,jolteon,pokeball,0,0.9,NONE,0.07796437692814967,0.0800865077434847,0.008014038940729416
32,jolteon,pokeball,0,1.0,NONE,0.060808836834430696,0.05898736143826427,0.005792003420873478
33,jolteon,pokeball,0,0.0,PARALYSIS,0.22900592162901487,0.24491799419847163,0.022357388370316946
34,jolteon,pokeball,0,0.1,PARALYSIS,0.23592396352588116,0.25425659019940033,0.024609189622605547
35,jolteon,pokeball,0,0.2,PARALYSIS,0.2261104916443164,0.23353851855745497,0.021450599311121848
36,jolteon,pokeball,0,0.2998,PARALYSIS,0.2510710896691406,0.2183826077754032,0.02182956299362028
37,jolteon,pokeball,0,0.4,PARALYSIS,0.22468553560441532,0.19960299283527205,0.019009780882920022
38,jolteon,pokeball,0,0.5,PARALYSIS,0.1849436090107091,0.18761444228279892,0.0187885607632036
39,jolteon,pokeball,0,0.5996,PARALYSIS,0.16778420791475923,0.16825742937423205,0.016593316956978313
40,jolteon,pokeball,0,0.6997,PARALYSIS,0.14628579011112827,0.1497538189443813,0.01704973788443667
41,jolteon,pokeball,0,0.8,PARALYSIS,0.13208754704892886,0.13452928236121212,0.014103462922293671
42,jolteon,pokeball,0,0.9,PARALYSIS,0.12988640717328875,0.11879871916263017,0.010841677881798751
43,jolteon,pokeball,0,1.0,PARALYSIS,0.0932433489103018,0.08878586967147419,0.007963624977477868
44,jolteon,pokeball,0,0.0,POISON,0.24748001872315292,0.2469978111166001,0.025300134081028918
45,jolteon,pokeball,0,0.1,POISON,0.22648717744306784,0.2461716754400707,0.02502877263420458
46,jolteon,pokeball,0,0.2,POISON,0.20712516765729502,0.2321611257341469,0.021334932590326677
47,jolteon,pokeball,0,0.2998,POISON,0.2360072129779287,0.21332765769495343,0.02393128700120765
48,jolteon,pokeball,0,0.4,POISON,0.1954529436121966,0.20180088103750699,0.020482451638356988
49,jolteon,pokeball,0,0.5,POISON,0.15510148945372038,0.18402926753665774,0.01926991765626689
50,jolteon,pokeball,0,0.5996,POISON,0.18881390568312945,0.1712143986530084,0.017323434266082245
51,jolteon,pokeball,0,0.6997,POISON,0.1375238146813245,0.15464553075122908,0.015541462368620362
52,jolteon,pokeball,0,0.8,POISON,0.13024175440778687,0.1340788723201126,0.013072586492395783
53,jolteon,pokeball,0,0.9,POISON,0.1329170695421291,0.11862086872235768,0.011020898113600621
54,jolteon,pokeball,0,1.0,POISON,0.08601275633104108,0.08690754917300929,0.009301175163753428
55,jolteon,pokeball,0,0.0,SLEEP,0.36496930852054504,0.32816169293537917,0.032708237285507584
56,jolteon,pokeball,0,0.1,SLEEP,0.2926291382664388,0.33145195512783476,0.03066372899136999
57,jolteon,pokeball,0,0.2,SLEEP,0.29308498055367027,0.31427341387557334,0.03139250131618713
58,jolteon,pokeball,0,0.2998,SLEEP,0.26418711201290235,0.28790189321270104,0.028155395289570572
59,jolteon,pokeball,0,0.4,SLEEP,0.26799350517449816,0.2694520411485179,0.027222299481641832
60,jolteon,pokeball,0,0.5,SLEEP,0.20558393339380804,0.24233711893664012,0.02712665910339417
61,jolteon,pokeball,0,0.5996,SLEEP,0.2389448189655839,0.22911836365200056,0.02053035151671343
62,jolteon,pokeball,0,0.6997,SLEEP,0.19952801358754718,0.20061591185809394,0.020115960619849355
63,jolteon,pokeball,0,0.8,SLEEP,0.18850869161558712,0.18191379136923408,0.01587407998199874
64,jolteon,pokeball,0,0.9,SLEEP,0.16085445605302764,0.16098196509985183,0.015104976161791794
65,jolteon,pokeball,0,1.0,SLEEP,0.1145224255216254,0.11744333505612117,0.012365105281390218
66,jolteon,pokeball,5,0.0,BURN,0.22471647122890498,0.2512562140179687,0.0239921409957665
67,jolteon,pokeball,5,0.1,BURN,0.25686030471213994,0.2498468984751073,0.025254746947642733
68,jolteon,pokeball,5,0.2,BURN,0.24587955359827457,0.23148541615834378,0.022834350920445886
69,jolteon,pokeball,5,0.2998,BURN,0.2197567752983109,0.21578527710522613,0.023443915632800304
70,jolteon,pokeball,5,0.4,BURN,0.16801357780757525,0.19670006771573242,0.0213726250616444
71,jolteon,pokeball,5,0.5,BURN,0.1906044361183582,0.17453726057917687,0.017968133598857378
72,jolteon,pokeball,5,0.5996,BURN,0.17105746724904572,0.16756554982401503,0.017836624037661484
73,jolteon,pokeball,5,0.6997,BURN,0.16348652346389603,0.14367773621574684,0.014910453912743505
74,jolteon,pokeball,5,0.8,BURN,0.1390645541186985,0.13185795644901765,0.013110007414632606
75,jolteon,pokeball,5,0.9,BURN,0.1054547354765614,0.10806053453457778,0.011240401666198828
76,jolteon,pokeball,5,1.0,BURN,0.08432811890799174,0.08883906199997461,0.009029537930351487
77,jolteon,pokeball,5,0.0,FREEZE,0.35497922852728553,0.3384448166674908,0.034865252291128114
78,jolteon,pokeball,5,0.1,FREEZE,0.35299664708683076,0.33082634989510673,0.031023235896527498
79,jolteon,pokeball,5,0.2,FREEZE,0.27239230560769867,0.30702808699641965,0.02895775327902514
80,jolteon,pokeball,5,0.2998,FREEZE,0.3183450677022394,0.298036334825265,0.028085004336652057
81,jolteon,pokeball,5,0.4,FREEZE,0.276501564272348,0.2671496230163362,0.027051301073825293
82,jolteon,pokeball,5,0.5,FREEZE,0.23478656235565587,0.23177130680377764,0.01988944313969436
83,jolteon,pokeball,5,0.5996,FREEZE,0.22737805769301453,0.22377046513695578,0.021113512457444323
84,jolteon,pokeball,5,0.6997,FREEZE,0.24074873629351962,0.1903513928143139,0.020087140990425262
85,jolteon,pokeball,5,0.8,FREEZE,0.18365463192649767,0.17668765782228557,0.02019146173490005
86,jolteon,pokeball,5,0.9,FREEZE,0.17624007836569197,0.1440101525844505,0.014682618847436157
87,jolteon,pokeball,5,1.0,FREEZE,0.10991562120094511,0.11702728000491464,0.012561338706235162
88,jolteon,pokeball,5,0.0,NONE,0.17228879487158047,0.1705815392229037,0.016732500154027292
89,jolteon,pokeball,5,0.1,NONE,0.15836577384221795,0.16740634694635415,0.017832540119247328
90,jolteon,pokeball,5,0.2,NONE,0.15944024319802988,0.1526221842967281,0.01568880759090988
91,jolteon,pokeball,5,0.2998,NONE,0.12748110458063355,0.1472475904771383,0.013783641919711905
92,jolteon,pokeball,5,0.4,NONE,0.12050012334804269,0.13136835897032006,0.013319900450801383
93,jolteon,pokeball,5,0.5,NONE,0.11608572389918619,0.11711946153354978,0.01149591205393819
94,jolteon,pokeball,5,0.5996,NONE,0.12061223767448966,0.10964023055092058,0.010649396907633458
95,jolteon,pokeball,5,0.6997,NONE,0.10225869557559568,0.0961319039555155,0.009174781871108238
96,jolteon,pokeball,5,0.8,NONE,0.09503648983236782,0.08753398685875449,0.00982551175134007
97,jolteon,pokeball,5,0.9,NONE,0.07717925003556123,0.0737798356101236,0.007251872104798201
98,jolteon,pokeball,5,1.0,NONE,0.06235847718210277,0.05884555629785293,0.006244812662380341
99,jolteon,pokeball,5,0.0,PARALYSIS,0.2686705175831944,0.2533201221065093,0.02480265719944004
100,jolteon,pokeball,5,0.1,PARALYSIS,0.2861741288203945,0.2539781251839056,0.027950554958204393
101,jolteon,pokeball,5,0.2,PARALYSIS,0.20882059949070386,0.22952465363124497,0.021082880003805014
102,jolteon,pokeball,5,0.2998,PARALYSIS,0.23540820739618862,0.21997353860745186,0.022787262097240142
103,jolteon,pokeball,5,0.4,PARALYSIS,0.18214225301848536,0.2009252708423572,0.01846982314882271
104,jolteon,pokeball,5,0.5,PARALYSIS,0.16616840953914663,0.17726022411815215,0.015880322630774043
105,jolteon,pokeball,5,0.5996,PARALYSIS,0.13646412579740377,0.1631753432230916,0.01711990411708263
106,jolteon,pokeball,5,0.6997,PARALYSIS,0.16313196827084794,0.14369174307778596,0.01371913039270993
107,jolteon,pokeball,5,0.8,PARALYSIS,0.12654515056399598,0.1314408873743045,0.012133257978399453
108,jolteon,pokeball,5,0.9,PARALYSIS,0.10740244021278808,0.11038627419587083,0.011158571121726751
109,jolteon,pokeball,5,1.0,PARALYSIS,0.07719747962025111,0.08797799363064933,0.008342119491396549
110,jolteon,pokeball,5,0.0,POISON,0.25963215668743483,0.25182663471541644,0.02349771620813908
111,jolteon,pokeball,5,0.1,POISON,0.2552208394789933,0.2538405060162397,0.02377765725036055
112,jolteon,pokeball,5,0.2,POISON,0.23704498462489706,0.22931503834489372,0.022781818249360576
113,jolteon,pokeball,5,0.2998,POISON,0.25428200510103094,0.22261701428085068,0.02196111142350548
114,jolteon,pokeball,5,0.4,POISON,0.223106892611715,0.19948870292367718,0.019646637223038912
115,jolteon,pokeball,5,0.5,POISON,0.1493338469323511,0.17559691059198432,0.018070965447091705
116,jolteon,pokeball,5,0.5996,POISON,0.13229140223227473,0.16391005119119664,0.016118731201294527
117,jolteon,pokeball,5,0.6997,POISON,0.1541953505756998,0.14260370130497926,0.013278229591497508
118,jolteon,pokeball,5,0.8,POISON,0.14878198336913265,0.13232090608691705,0.015088087786835964
119,jolteon,pokeball,5,0.9,POISON,0.12070119082853453,0.1100446549830139,0.012157015134945158
120,jolteon,pokeball,5,1.0,POISON,0.09507458566300796,0.08766503733677913,0.008260559363473162
121,jolteon,pokeball,5,0.0,SLEEP,0.3333082794312882,0.3427319770938595,0.028151032998060082
122,jolteon,pokeball,5,0.1,SLEEP,0.40674322081804987,0.336461656827364,0.03271746955290549
123,jolteon,pokeball,5,0.2,SLEEP,0.2882015055032966,0.30611397219933,0.02749682493877138
124,jolteon,pokeball,5,0.2998,SLEEP,0.30423722072823667,0.295151963991684,0.027739933828687533
125,jolteon,pokeball,5,0.4,SLEEP,0.22871220768816902,0.2633505284662893,0.029785293014568465
126,jolteon,pokeball,5,0.5,SLEEP,0.23308416651609287,0.2321470952518434,0.023407332231910858
127,jolteon,pokeball,5,0.5996,SLEEP,0.22663939754185308,0.21846250764490127,0.021159354018437656
128,jolteon,pokeball,5,0.6997,SLEEP,0.20360012935118085,0.19081131903689727,0.019561095461172538
129,jolteon,pokeball,5,0.8,SLEEP,0.16768927859064967,0.17792808136318441,0.0181737260182829
130,jolteon,pokeball,5,0.9,SLEEP,0.1277978953161489,0.14562940338397218,0.014075749880988373
131,jolteon,pokeball,5,1.0,SLEEP,0.11486357415600262,0.11868531007462985,0.012601925108022285
132,jolteon,pokeball,10,0.0,BURN,0.19418210851556125,0.2550990698178133,0.025461747590350393
133,jolteon,pokeball,10,0.1,BURN,0.23987624293581034,0.2501706233251498,0.024766411655847774
134,jolteon,pokeball,10,0.2,BURN,0.2409687450433089,0.22680740136880584,0.02075527712885058
135,jolteon,pokeball,10,0.2998,BURN,0.21448793772925645,0.21470335650798153,0.02276107828268023
136,jolteon,pokeball,10,0.4,BURN,0.17722576034470328,0.19619615653032618,0.01973340112334619
137,jolteon,pokeball,10,0.5,BURN,0.19116591460382687,0.18005328951811905,0.015999566805502994
138,jolteon,pokeball,10,0.5996,BURN,0.1887216926671211,0.16485041886690127,0.016525245906156436
139,jolteon,pokeball,10,0.6997,BURN,0.14103506690441664,0.14818023217820855,0.012917915570557041
140,jolteon,pokeball,10,0.8,BURN,0.13276066349627344,0.1302590335832232,0.01299679184267518
141,jolteon,pokeball,10,0.9,BURN,0.1167806212131517,0.11419375279267067,0.011616242522830493
142,jolteon,pokeball,10,1.0,BURN,0.0933414857205546,0.08898909292916296,0.009139001356802054
143,jolteon,pokeball,10,0.0,FREEZE,0.26717555204392385,0.3377609595718395,0.03660474171148649
144,jolteon,pokeball,10,0.1,FREEZE,0.282477493689833,0.32646432003132975,0.03954968420135082
145,jolteon,pokeball,10,0.2,FREEZE,0.315722940667911,0.31266371614001703,0.031126925962298324
146,jolteon,pokeball,10,0.2998,FREEZE,0.2984450687620051,0.2808438784949715,0.024596977146915295
147,jolteon,pokeball,10,0.4,FREEZE,0.2633309167283555,0.25903519378316536,0.027342617439211098
148,jolteon,pokeball,10,0.5,FREEZE,0.21345371283098608,0.23361587923511126,0.02116653306362726
149,jolteon,pokeball,10,0.5996,FREEZE,0.22657389473015374,0.21814762978934396,0.019190344858825502
150,jolteon,pokeball,10,0.6997,FREEZE,0.17586021478295374,0.19529094877647715,0.019119136969056216
151,jolteon,pokeball,10,0.8,FREEZE,0.17036096332941394,0.17157635984265862,0.016034429514258586
152,jolteon,pokeball,10,0.9,FREEZE,0.13176930073805326,0.15025880542834363,0.015234357105850997
153,jolteon,pokeball,10,1.0,FREEZE,0.11797821462883043,0.11705828012099119,0.012456538257965616
154,jolteon,pokeball,10,0.0,NONE,0.1567030704419308,0.17095071128668068,0.016604956757954464
155,jolteon,pokeball,10,0.1,NONE,0.17870283450295388,0.1669363019001723,0.016437999425845545
156,jolteon,pokeball,10,0.2,NONE,0.17930896223725562,0.15256722496920386,0.0182993947476139
157,jolteon,pokeball,10,0.2998,NONE,0.1357599193122843,0.14327139449309387,0.016015910287420422
158,jolteon,pokeball,10,0.4,NONE,0.13756581558341768,0.12847857956822117,0.013386727167083641
159,jolteon,pokeball,10,0.5,NONE,0.11466670735386482,0.11843946980673925,0.011311569750996491
160,jolteon,pokeball,10,0.5996,NONE,0.11722967214208055,0.10769020090930514,0.009339170769824913
161,jolteon,pokeball,10,0.6997,NONE,0.08612177449543902,0.09779248088709029,0.00908970232903849
162,jolteon,pokeball,10,0.8,NONE,0.08305814193240807,0.08667850899742761,0.008720168498413002
163,jolteon,pokeball,10,0.9,NONE,0.08019146217878513,0.07548959921615642,0.007742231758929567
164,jolteon,pokeball,10,1.0,NONE,0.07257045296828787,0.05902998022284165,0.006258454791488552
165,jolteon,pokeball,10,0.0,PARALYSIS,0.27170611752214896,0.2592458910103266,0.025513925322751558
166,jolteon,pokeball,10,0.1,PARALYSIS,0.2659396111188308,0.2487154582737008,0.025341281690894276
167,jolteon,pokeball,10,0.2,PARALYSIS,0.24581251404609228,0.22592317102131407,0.02259135340080863
168,jolteon,pokeball,10,0.2998,PARALYSIS,0.24414632167177489,0.2158399485470862,0.021726364273878796
169,jolteon,pokeball,10,0.4,PARALYSIS,0.15564183868142975,0.19834668490263926,0.020781080860229006
170,jolteon,pokeball,10,0.5,PARALYSIS,0.15108473445891543,0.1803134003461599,0.021944942145351854
171,jolteon,pokeball,10,0.5996,PARALYSIS,0.17422938705905655,0.161122784495817,0.016042512200583493
172,jolteon,pokeball,10,0.6997,PARALYSIS,0.15095195169492712,0.14901858863140702,0.012154429206124848
173,jolteon,pokeball,10,0.8,PARALYSIS,0.12820382589514412,0.1286357071567844,0.012184163140874815
174,jolteon,pokeball,10,0.9,PARALYSIS,0.11048771905017496,0.11347203916078738,0.010362075708587227
175,jolteon,pokeball,10,1.0,PARALYSIS,0.09890422874423754,0.08745042787177412,0.007951349823121187
176,jolteon,pokeball,10,0.0,POISON,0.3011898960598888,0.256581426820793,0.026201152140022083
177,jolteon,pokeball,10,0.1,POISON,0.2673367040701382,0.2474024002763269,0.02328602540462504
178,jolteon,pokeball,10,0.2,POISON,0.28840131274878295,0.22768041854031626,0.024623237134064547
179,jolteon,pokeball,10,0.2998,POISON,0.2127696088536439,0.2106618262350017,0.01967380205799299
180,jolteon,pokeball,10,0.4,POISON,0.20688771052750599,0.19901287902231904,0.019647624789526922
181,jolteon,pokeball,10,0.5,POISON,0.16784769211872835,0.18184018995757026,0.020421348037257835
182,jolteon,pokeball,10,0.5996,POISON,0.1491533543228984,0.1637941875415903,0.015502560591215046
183,jolteon,pokeball,10,0.6997,POISON,0.1572506958362292,0.1472933160658265,0.014456206972910621
184,jolteon,pokeball,10,0.8,POISON,0.15092295188956306,0.12949043156237142,0.011077665708141893
185,jolteon,pokeball,10,0.9,POISON,0.10562789354504036,0.11356173230761035,0.011771564813103114
186,jolteon,pokeball,10,1.0,POISON,0.09323372918054684,0.0878350949566967,0.008005284681176488
187,jolteon,pokeball,10,0.0,SLEEP,0.33730228596200235,0.34312606561114223,0.0336792929905515
188,jolteon,pokeball,10,0.1,SLEEP,0.3917634830059036,0.3329691945252135,0.03437679626050161
189,jolteon,pokeball,10,0.2,SLEEP,0.33449146387473244,0.31284276098888936,0.02618599592561915
190,jolteon,pokeball,10,0.2998,SLEEP,0.258190131084616,0.2868964073524055,0.03100481187932852
191,jolteon,pokeball,10,0.4,SLEEP,0.3150881600465145,0.26459938130809774,0.02405793612281298
192,jolteon,pokeball,10,0.5,SLEEP,0.2593261929518216,0.24019992415514246,0.025020697680387286
193,jolteon,pokeball,10,0.5996,SLEEP,0.1909524796112689,0.21311583312963644,0.02155640149332189
194,jolteon,pokeball,10,0.6997,SLEEP,0.20877175364762854,0.19787659329278282,0.01983264965924105
195,jolteon,pokeball,10,0.8,SLEEP,0.16533245176275854,0.17305373244906203,0.0175789673493636
196,jolteon,pokeball,10,0.9,SLEEP,0.14880708469047593,0.15180665222039985,0.014233998018526577
197,jolteon,pokeball,10,1.0,SLEEP,0.09595032825383243,0.11725999918901947,0.012545275936090833
198,jolteon,pokeball,15,0.0,BURN,0.2218976205959732,0.2593986826426991,0.02558778728594425
199,jolteon,pokeball,15,0.1,BURN,0.22680625177003205,0.2508318059780037,0.0261849211571956
200,jolteon,pokeball,15,0.2,BURN,0.2357980964014202,0.23476401145096515,0.023439246648451463
201,jolteon,pokeball,15,0.2998,BURN,0.22682072467898742,0.21617924418027376,0.017652213031048778
202,jolteon,pokeball,15,0.4,BURN,0.1734063389064121,0.1977807682507507,0.021625345971630322
203,jolteon,pokeball,15,0.5,BURN,0.18454820099477778,0.17833893659222183,0.016259737535730776
204,jolteon,pokeball,15,0.5996,BURN,0.16873630386009977,0.16213223247627023,0.01490599914377008
205,jolteon,pokeball,15,0.6997,BURN,0.13218690592693855,0.1428007528193174,0.0142232102640602
206,jolteon,pokeball,15,0.8,BURN,0.1440679736533208,0.12966342994555344,0.012155155683927183
207,jolteon,pokeball,15,0.9,BURN,0.09992105103540791,0.10810223023550675,0.010428821855191919
208,jolteon,pokeball,15,1.0,BURN,0.09972254309796104,0.08778743656793786,0.008408320474870883
209,jolteon,pokeball,15,0.0,FREEZE,0.3374959074611502,0.34750520022357256,0.03535985217861099
210,jolteon,pokeball,15,0.1,FREEZE,0.39829561304223965,0.3289299277962603,0.03082747481853296
211,jolteon,pokeball,15,0.2,FREEZE,0.30619354147570593,0.306799394271082,0.0331945895622194
212,jolteon,pokeball,15,0.2998,FREEZE,0.26452345834075386,0.29071832201663766,0.02716308523103846
213,jolteon,pokeball,15,0.4,FREEZE,0.28687798580087587,0.26455920843671926,0.02725622481834946
214,jolteon,pokeball,15,0.5,FREEZE,0.24765903420883237,0.23303747228298527,0.023133886697945687
215,jolteon,pokeball,15,0.5996,FREEZE,0.23451545656665676,0.2157894602386795,0.021999775315933747
216,jolteon,pokeball,15,0.6997,FREEZE,0.19545600188084664,0.18781180736370157,0.01832597406018593
217,jolteon,pokeball,15,0.8,FREEZE,0.1972563837285118,0.1745579917973336,0.01863545184372962
218,jolteon,pokeball,15,0.9,FREEZE,0.156485196455225,0.14334229317458655,0.013862631217787443
219,jolteon,pokeball,15,1.0,FREEZE,0.13095180695313194,0.1202033448358892,0.010796697354569021
220,jolteon,pokeball,15,0.0,NONE,0.1513558758304322,0.17293693141767988,0.01749878697171207
221,jolteon,pokeball,15,0.1,NONE,0.1629935115049883,0.16731294386069362,0.016391564290637466
222,jolteon,pokeball,15,0.2,NONE,0.16476228635965842,0.15298629531590455,0.01605842281538066
223,jolteon,pokeball,15,0.2998,NONE,0.11722771624206603,0.14346872420856926,0.012936473181046
224,jolteon,pokeball,15,0.4,NONE,0.1343246143725706,0.13114446269417698,0.012352785489392362
225,jolteon,pokeball,15,0.5,NONE,0.10947956740550141,0.1172516898489586,0.011307519978549977
226,jolteon,pokeball,15,0.5996,NONE,0.11509682820617172,0.10703930715786064,0.011144030755273562
227,jolteon,pokeball,15,0.6997,NONE,0.09682318890274551,0.0948615111311177,0.008846908007283556
228,jolteon,pokeball,15,0.8,NONE,0.0920633927059998,0.08725409891311069,0.008429859651393267
229,jolteon,pokeball,15,0.9,NONE,0.07190079791071254,0.07192320605562177,0.007918530395334638
230,jolteon,pokeball,15,1.0,NONE,0.04963915587936648,0.0593337345780035,0.005090046593551375
231,jolteon,pokeball,15,0.0,PARALYSIS,0.2424146055614209,0.2592555638368129,0.023304926408993298
232,jolteon,pokeball,15,0.1,PARALYSIS,0.22169372159971018,0.24450445258865014,0.026637142954684105
233,jolteon,pokeball,15,0.2,PARALYSIS,0.23746531845934435,0.23124794664997797,0.02260477673900316
234,jolteon,pokeball,15,0.2998,PARALYSIS,0.226004256568103,0.216813748067382,0.02261719753115156
235,jolteon,pokeball,15,0.4,PARALYSIS,0.1923843913004796,0.1957215365816692,0.01932359338452728
236,jolteon,pokeball,15,0.5,PARALYSIS,0.16432886674566086,0.17566950054751512,0.018971828966454385
237,jolteon,pokeball,15,0.5996,PARALYSIS,0.17747974790176593,0.16173602165521317,0.014270803355264679
238,jolteon,pokeball,15,0.6997,PARALYSIS,0.1452600042873435,0.1409213140955688,0.013245718780420867
239,jolteon,pokeball,15,0.8,PARALYSIS,0.118273852534838,0.12937177961141041,0.012680648438199653
240,jolteon,pokeball,15,0.9,PARALYSIS,0.10305988886824441,0.1079721201361226,0.011131897995402441
241,jolteon,pokeball,15,1.0,PARALYSIS,0.08376970553414474,0.08722579668031198,0.00872205124557446
242,jolteon,pokeball,15,0.0,POISON,0.22695696166590335,0.25826635396734043,0.024820920882192524
243,jolteon,pokeball,15,0.1,POISON,0.26814628068021923,0.25375075291983584,0.025697706638792932
244,jolteon,pokeball,15,0.2,POISON,0.22125888675998434,0.22781061275991113,0.02395693009061179
245,jolteon,pokeball,15,0.2998,POISON,0.19768046915484033,0.21582217472067883,0.01939510592164052
246,jolteon,pokeball,15,0.4,POISON,0.2004842098850886,0.19743613522017234,0.019793948420512176
247,jolteon,pokeball,15,0.5,POISON,0.1413572974493095,0.1737796151114373,0.016943486628463837
248,jolteon,pokeball,15,0.5996,POISON,0.1412921136172652,0.16142331122918915,0.016140666717787678
249,jolteon,pokeball,15,0.6997,POISON,0.1350806828436505,0.14074332689263291,0.013879785351940734
250,jolteon,pokeball,15,0.8,POISON,0.13441193781418928,0.1277038130353668,0.012525447734061243
251,jolteon,pokeball,15,0.9,POISON,0.11894726250107965,0.10807967962708269,0.010063181437690387
252,jolteon,pokeball,15,1.0,POISON,0.09042296641470049,0.08608469341985472,0.00970733981042006
253,jolteon,pokeball,15,0.0,SLEEP,0.3735421023736862,0.3426673710744367,0.0382180799748349
254,jolteon,pokeball,15,0.1,SLEEP,0.31112468870024795,0.331420635140144,0.03115422045049524
255,jolteon,pokeball,15,0.2,SLEEP,0.31808475573240946,0.3100666861389048,0.029370354836855482
256,jolteon,pokeball,15,0.2998,SLEEP,0.33287086712881253,0.2909133463620856,0.030660338204204333
257,jolteon,pokeball,15,0.4,SLEEP,0.2546521549820023,0.26095801714513917,0.027288903852399207
258,jolteon,pokeball,15,0.5,SLEEP,0.20498899948656704,0.23324797964751073,0.025563295396524698
259,jolteon,pokeball,15,0.5996,SLEEP,0.23945950483591666,0.22106567369547828,0.022027215155792854
260,jolteon,pokeball,15,0.6997,SLEEP,0.19751213030032524,0.18847792376894726,0.01714487229794462
261,jolteon,pokeball,15,0.8,SLEEP,0.18971707114039973,0.17139753200373864,0.017019875013922207
262,jolteon,pokeball,15,0.9,SLEEP,0.1499169317338933,0.14434450526267184,0.014162655944889802
263,jolteon,pokeball,15,1.0,SLEEP,0.11214275834912227,0.11675868840641301,0.011880662921779436
264,jolteon,pokeball,20,0.0,BURN,0.21923603506527495,0.25687730782231905,0.028152326293978965
265,jolteon,pokeball,20,0.1,BURN,0.22179518782187463,0.24528332443164497,0.02448926546423163
266,jolteon,pokeball,20,0.2,BURN,0.2269605726751707,0.2331618953325606,0.021240485973925423
267,jolteon,pokeball,20,0.2998,BURN,0.19589900654032297,0.2149624023638376,0.021060695270145854
268,jolteon,pokeball,20,0.4,BURN,0.1819913925196631,0.1965852487764193,0.018672072708165528
269,jolteon,pokeball,20,0.5,BURN,0.18763830007254176,0.17720949383309276,0.019708764118706066
270,jolteon,pokeball,20,0.5996,BURN,0.16528837149648495,0.1625459454553451,0.015755386835294594
271,jolteon,pokeball,20,0.6997,BURN,0.14241453935098472,0.14409021258078436,0.01442063469061654
272,jolteon,pokeball,20,0.8,BURN,0.12087052351079125,0.12511932182507857,0.012043695436750613
273,jolteon,pokeball,20,0.9,BURN,0.10672495847332497,0.1110442706851748,0.011525182646464516
274,jolteon,pokeball,20,1.0,BURN,0.0978241016277708,0.08778602723695887,0.009227336607422297
275,jolteon,pokeball,20,0.0,FREEZE,0.3037864831689398,0.3420053686413373,0.038718998503351386
